Date,Fund,MoM Return
10/1/19,U.K. Short-Term Investment Grade Bond Index Fund,-0.11
10/1/19,USD Corporate 1-3 Year Bond UCITS ETF,0.43
10/1/19,FTSE Japan UCITS ETF,4.88
10/1/19,Target Retirement 2040 Fund,-1.64
10/1/19,ESG Developed World All Cap Equity Index Fund (UK),
10/1/19,Global Corporate Bond Index Fund,0.22
10/1/19,ESG Global Corporate Bond Index Fund,
10/1/19,Japan Government Bond Index Fund,-0.43
10/1/19,ESG Global All Cap UCITS ETF,
10/1/19,U.S. Investment Grade Credit Index Fund,0.32
10/1/19,U.K. Government Bond Index Fund,-2.05
10/1/19,Global Equity Fund,-0.8
10/1/19,Target Retirement 2050 Fund,-1.7
10/1/19,ESG Developed Europe All Cap UCITS ETF,
10/1/19,Target Retirement 2060 Fund,-1.7
10/1/19,Target Retirement 2020 Fund,-1.31
10/1/19,USD Treasury Bond UCITS ETF,0.03
10/1/19,FTSE Emerging Markets UCITS ETF,4.16
10/1/19,U.S. Government Bond Index Fund,-0.11
10/1/19,ESG USD Corporate Bond UCITS ETF,
11/1/19,Target Retirement 2040 Fund,1.72
11/1/19,Global Corporate Bond Index Fund,-0.27
11/1/19,SustainableLife 40-50% Equity Fund,
11/1/19,FTSE North America UCITS ETF,3.63
11/1/19,Target Retirement 2025 Fund,1.3
11/1/19,FTSE Developed Europe ex UK UCITS ETF,2.56
11/1/19,Emerging Markets Bond Fund,
11/1/19,LifeStrategy 20% Equity Fund,0.06
11/1/19,ESG USD Corporate Bond UCITS ETF,
11/1/19,Active U.K. Equity Fund,3.86
11/1/19,ESG Emerging Markets All Cap UCITS ETF,
11/1/19,U.K. Investment Grade Bond Index Fund,-0.19
11/1/19,USD Emerging Markets Government Bond UCITS ETF,-0.15
11/1/19,Pacific ex-Japan Stock Index Fund,0.22
11/1/19,USD Corporate Bond UCITS ETF,0.21
11/1/19,Euro Government Bond Index Fund,-0.75
11/1/19,FTSE All-World High Dividend Yield UCITS ETF,1.25
11/1/19,U.K. Government Bond Index Fund,-0.92
11/1/19,U.S. Government Bond Index Fund,-0.38
11/1/19,Global Aggregate Bond UCITS ETF,-0.24
11/1/19,Global Short-Term Bond Index Fund,-0.11
11/1/19,LifeStrategy 80% Equity Fund,1.83
11/1/19,FTSE Developed Europe UCITS ETF,2.69
11/1/19,Target Retirement 2050 Fund,1.84
11/1/19,Global Equity Fund,3.53
11/1/19,Japan Government Bond Index Fund,-0.18
11/1/19,ESG Global All Cap UCITS ETF,
11/1/19,Target Retirement 2020 Fund,1.03
11/1/19,ESG Developed World All Cap Equity Index Fund (UK),
11/1/19,ESG Global Corporate Bond Index Fund,
11/1/19,FTSE Developed World UCITS ETF,2.68
11/1/19,SRI European Stock Fund,1.38
11/1/19,Target Retirement 2060 Fund,1.84
11/1/19,Sterling Short-Term Money Market Fund,0.08
11/1/19,LifeStrategy 40% Equity Fund,0.65
11/1/19,LifeStrategy 60% Equity Fund,1.24
11/1/19,Target Retirement 2015 Fund,0.64
11/1/19,USD Corporate 1-3 Year Bond UCITS ETF,0.08
11/1/19,FTSE U.K. Equity Income Index Fund,3.11
11/1/19,FTSE 100 Index Unit Trust,1.8
11/1/19,Target Retirement 2055 Fund,1.84
11/1/19,Global Emerging Markets Fund,0.43
11/1/19,U.K. Short-Term Investment Grade Bond Index Fund,0.01
11/1/19,ESG Global Corporate Bond UCITS ETF,
11/1/19,Global Sustainable Equity Fund,
11/1/19,SustainableLife 80-90% Equity Fund,
11/1/19,FTSE 100 UCITS ETF,1.8
11/1/19,Target Retirement 2045 Fund,1.84
11/1/19,Germany All Cap UCITS ETF,2.86
11/1/19,FTSE Developed World ex-U.K. Equity Index Fund,2.76
11/1/19,Target Retirement 2065 Fund,1.84
11/1/19,FTSE Global All Cap Index Fund,2.53
11/1/19,Global Equity Income Fund,1.57
11/1/19,FTSE 250 UCITS ETF,4.12
11/1/19,U.K. Gilt UCITS ETF,-0.92
11/1/19,ESG EUR Corporate Bond UCITS ETF,
11/1/19,FTSE U.K. All Share Index Unit Trust,2.22
11/1/19,Global Small-Cap Index Fund,3.27
11/1/19,ESG North America All Cap UCITS ETF,
11/1/19,USD Treasury Bond UCITS ETF,-0.29
11/1/19,Global Credit Bond Fund,-0.26
11/1/19,U.S. Equity Index Fund,3.79
11/1/19,FTSE Developed Asia Pacific ex Japan UCITS ETF,-0.21
11/1/19,ESG Developed World All Cap Equity Index Fund,2.7
11/1/19,Euro Investment Grade Bond Index Fund,-0.16
11/1/19,U.K. Long Duration Gilt Index Fund,-1.42
11/1/19,FTSE Developed Europe ex-U.K. Equity Index Fund,1.4
11/1/19,S&P 500 UCITS ETF,3.59
11/1/19,Target Retirement 2030 Fund,1.44
11/1/19,SustainableLife 60-70% Equity Fund,1.22
11/1/19,ESG Developed Europe All Cap UCITS ETF,
11/1/19,Global Short-Term Corporate Bond Index Fund,-0.24
11/1/19,Global Bond Index Fund,-0.23
11/1/19,EUR Corporate Bond UCITS ETF,-0.27
11/1/19,ESG Emerging Markets All Cap Equity Index Fund,
11/1/19,U.K. Inflation-Linked Gilt Index Fund,-1.9
11/1/19,U.S. Investment Grade Credit Index Fund,0.06
11/1/19,LifeStrategy 100% Equity Fund,2.41
11/1/19,ESG Developed Asia Pacific All Cap UCITS ETF,
11/1/19,Emerging Markets Stock Index Fund,-0.17
11/1/19,Target Retirement 2035 Fund,1.58
11/1/19,EUR Eurozone Government Bond UCITS ETF,-0.27
11/1/19,FTSE All-World UCITS ETF,2.41
11/1/19,Japan Stock Index Fund,0.57
11/1/19,FTSE Emerging Markets UCITS ETF,0.23
11/1/19,FTSE Japan UCITS ETF,0.57
12/1/19,Global Equity Income Fund,0.67
12/1/19,SRI European Stock Fund,1.65
12/1/19,Germany All Cap UCITS ETF,0.09
12/1/19,ESG Developed Asia Pacific All Cap UCITS ETF,
12/1/19,U.K. Government Bond Index Fund,-1.67
12/1/19,U.K. Inflation-Linked Gilt Index Fund,-1.89
12/1/19,FTSE Developed World ex-U.K. Equity Index Fund,0.62
12/1/19,FTSE Japan UCITS ETF,2.12
12/1/19,USD Corporate 1-3 Year Bond UCITS ETF,0.29
12/1/19,ESG EUR Corporate Bond UCITS ETF,
12/1/19,FTSE Global All Cap Index Fund,1.08
12/1/19,LifeStrategy 100% Equity Fund,1.47
12/1/19,Global Sustainable Equity Fund,
12/1/19,U.S. Government Bond Index Fund,-0.76
12/1/19,EUR Eurozone Government Bond UCITS ETF,-0.04
12/1/19,FTSE Developed World UCITS ETF,3.19
12/1/19,U.K. Gilt UCITS ETF,-1.68
12/1/19,U.K. Investment Grade Bond Index Fund,-0.07
12/1/19,Target Retirement 2065 Fund,1.03
12/1/19,ESG USD Corporate Bond UCITS ETF,
12/1/19,FTSE All-World High Dividend Yield UCITS ETF,3.99
12/1/19,Target Retirement 2045 Fund,1.02
12/1/19,Pacific ex-Japan Stock Index Fund,0.06
12/1/19,ESG Global Corporate Bond Index Fund,
12/1/19,Japan Stock Index Fund,-0.33
12/1/19,LifeStrategy 40% Equity Fund,0.12
12/1/19,USD Corporate Bond UCITS ETF,0.22
12/1/19,USD Emerging Markets Government Bond UCITS ETF,1.7
12/1/19,Target Retirement 2040 Fund,0.93
12/1/19,ESG Global Corporate Bond UCITS ETF,
12/1/19,Active U.K. Equity Fund,2.81
12/1/19,LifeStrategy 20% Equity Fund,-0.26
12/1/19,ESG Emerging Markets All Cap UCITS ETF,
12/1/19,FTSE 250 UCITS ETF,5.31
12/1/19,FTSE North America UCITS ETF,2.95
12/1/19,Emerging Markets Stock Index Fund,4.93
12/1/19,Sterling Short-Term Money Market Fund,0.05
12/1/19,Target Retirement 2035 Fund,0.83
12/1/19,Global Short-Term Bond Index Fund,0
12/1/19,FTSE Developed Europe UCITS ETF,2.15
12/1/19,Target Retirement 2025 Fund,0.63
12/1/19,SustainableLife 60-70% Equity Fund,0.77
12/1/19,FTSE U.K. Equity Income Index Fund,3.57
12/1/19,ESG Emerging Markets All Cap Equity Index Fund,
12/1/19,Global Bond Index Fund,-0.44
12/1/19,Global Small-Cap Index Fund,1
12/1/19,Global Corporate Bond Index Fund,0.03
12/1/19,Target Retirement 2015 Fund,0.27
12/1/19,Target Retirement 2030 Fund,0.72
12/1/19,FTSE 100 Index Unit Trust,2.27
12/1/19,FTSE Emerging Markets UCITS ETF,6.94
12/1/19,Euro Government Bond Index Fund,-0.78
12/1/19,FTSE Developed Europe ex-U.K. Equity Index Fund,1.06
12/1/19,SustainableLife 80-90% Equity Fund,
12/1/19,U.S. Equity Index Fund,0.42
12/1/19,USD Treasury Bond UCITS ETF,-0.64
12/1/19,Global Short-Term Corporate Bond Index Fund,0.17
12/1/19,Global Emerging Markets Fund,4.54
12/1/19,LifeStrategy 60% Equity Fund,0.57
12/1/19,FTSE Developed Asia Pacific ex Japan UCITS ETF,4.76
12/1/19,ESG Developed World All Cap Equity Index Fund,0.74
12/1/19,Euro Investment Grade Bond Index Fund,-0.2
12/1/19,FTSE U.K. All Share Index Unit Trust,2.84
12/1/19,U.K. Short-Term Investment Grade Bond Index Fund,0.22
12/1/19,Emerging Markets Bond Fund,
12/1/19,ESG Global All Cap UCITS ETF,
12/1/19,EUR Corporate Bond UCITS ETF,-0.04
12/1/19,Japan Government Bond Index Fund,-0.31
12/1/19,U.K. Long Duration Gilt Index Fund,-2.49
12/1/19,FTSE 100 UCITS ETF,2.78
12/1/19,Global Credit Bond Fund,0.12
12/1/19,U.S. Investment Grade Credit Index Fund,0.03
12/1/19,Global Aggregate Bond UCITS ETF,-0.44
12/1/19,ESG North America All Cap UCITS ETF,
12/1/19,Global Equity Fund,2.07
12/1/19,FTSE All-World UCITS ETF,3.58
12/1/19,ESG Developed World All Cap Equity Index Fund (UK),
12/1/19,Target Retirement 2050 Fund,1.02
12/1/19,FTSE Developed Europe ex UK UCITS ETF,1.66
12/1/19,Target Retirement 2055 Fund,1.02
12/1/19,Target Retirement 2060 Fund,1.02
12/1/19,LifeStrategy 80% Equity Fund,1.01
12/1/19,S&P 500 UCITS ETF,2.99
12/1/19,ESG Developed Europe All Cap UCITS ETF,
12/1/19,Target Retirement 2020 Fund,0.49
12/1/19,SustainableLife 40-50% Equity Fund,
1/1/20,U.K. Long Duration Gilt Index Fund,6.42
1/1/20,Sterling Short-Term Money Market Fund,0.06
1/1/20,ESG Global Corporate Bond Index Fund,
1/1/20,Japan Government Bond Index Fund,0.58
1/1/20,Target Retirement 2050 Fund,-0.44
1/1/20,Japan Stock Index Fund,-0.9
1/1/20,Target Retirement 2025 Fund,0.25
1/1/20,USD Corporate Bond UCITS ETF,2.54
1/1/20,FTSE North America UCITS ETF,0.17
1/1/20,Global Bond Index Fund,1.94
1/1/20,FTSE U.K. All Share Index Unit Trust,-2.82
1/1/20,Target Retirement 2060 Fund,-0.45
1/1/20,FTSE 250 UCITS ETF,-3.27
1/1/20,U.S. Investment Grade Credit Index Fund,2.34
1/1/20,Global Equity Fund,-1.3
1/1/20,USD Emerging Markets Government Bond UCITS ETF,1.55
1/1/20,SustainableLife 80-90% Equity Fund,
1/1/20,Emerging Markets Stock Index Fund,-4.24
1/1/20,ESG Global Corporate Bond UCITS ETF,
1/1/20,LifeStrategy 20% Equity Fund,1.84
1/1/20,LifeStrategy 40% Equity Fund,1.11
1/1/20,Active U.K. Equity Fund,-2.72
1/1/20,USD Treasury Bond UCITS ETF,2.6
1/1/20,FTSE Developed Europe ex-U.K. Equity Index Fund,-1.57
1/1/20,Target Retirement 2020 Fund,0.39
1/1/20,S&P 500 UCITS ETF,-0.06
1/1/20,FTSE Developed World UCITS ETF,-0.74
1/1/20,U.K. Gilt UCITS ETF,4.17
1/1/20,FTSE All-World UCITS ETF,-1.16
1/1/20,FTSE Emerging Markets UCITS ETF,-4.58
1/1/20,FTSE Global All Cap Index Fund,-0.82
1/1/20,Global Equity Income Fund,-2.12
1/1/20,LifeStrategy 100% Equity Fund,-1.2
1/1/20,ESG Developed World All Cap Equity Index Fund (UK),
1/1/20,Global Sustainable Equity Fund,
1/1/20,ESG Developed Europe All Cap UCITS ETF,
1/1/20,ESG EUR Corporate Bond UCITS ETF,
1/1/20,LifeStrategy 80% Equity Fund,-0.43
1/1/20,ESG North America All Cap UCITS ETF,
1/1/20,ESG Developed World All Cap Equity Index Fund,-0.23
1/1/20,Target Retirement 2065 Fund,-0.45
1/1/20,Global Credit Bond Fund,2.47
1/1/20,ESG Emerging Markets All Cap Equity Index Fund,
1/1/20,SustainableLife 60-70% Equity Fund,-0.56
1/1/20,FTSE 100 UCITS ETF,-3.38
1/1/20,EUR Corporate Bond UCITS ETF,1.11
1/1/20,ESG Developed Asia Pacific All Cap UCITS ETF,
1/1/20,ESG Global All Cap UCITS ETF,
1/1/20,Euro Investment Grade Bond Index Fund,1.36
1/1/20,FTSE Developed Asia Pacific ex Japan UCITS ETF,-2.8
1/1/20,Target Retirement 2045 Fund,-0.44
1/1/20,SRI European Stock Fund,-2.15
1/1/20,Global Short-Term Corporate Bond Index Fund,0.75
1/1/20,U.K. Inflation-Linked Gilt Index Fund,4.24
1/1/20,Germany All Cap UCITS ETF,-2.02
1/1/20,FTSE Developed World ex-U.K. Equity Index Fund,-0.06
1/1/20,U.S. Equity Index Fund,0.35
1/1/20,FTSE Developed Europe UCITS ETF,-1.27
1/1/20,Global Small-Cap Index Fund,-2.32
1/1/20,Target Retirement 2030 Fund,0.07
1/1/20,FTSE 100 Index Unit Trust,-2.9
1/1/20,ESG Emerging Markets All Cap UCITS ETF,
1/1/20,EUR Eurozone Government Bond UCITS ETF,1.11
1/1/20,USD Corporate 1-3 Year Bond UCITS ETF,0.63
1/1/20,U.S. Government Bond Index Fund,2.48
1/1/20,Emerging Markets Bond Fund,1.48
1/1/20,SustainableLife 40-50% Equity Fund,
1/1/20,ESG USD Corporate Bond UCITS ETF,
1/1/20,Target Retirement 2040 Fund,-0.29
1/1/20,U.K. Government Bond Index Fund,4.16
1/1/20,FTSE All-World High Dividend Yield UCITS ETF,-3.62
1/1/20,FTSE Japan UCITS ETF,-1.67
1/1/20,LifeStrategy 60% Equity Fund,0.33
1/1/20,U.K. Investment Grade Bond Index Fund,2.72
1/1/20,U.K. Short-Term Investment Grade Bond Index Fund,0.56
1/1/20,Target Retirement 2055 Fund,-0.45
1/1/20,Target Retirement 2015 Fund,0.68
1/1/20,Euro Government Bond Index Fund,2.4
1/1/20,Target Retirement 2035 Fund,-0.11
1/1/20,FTSE U.K. Equity Income Index Fund,-2.86
1/1/20,Global Emerging Markets Fund,-5.17
1/1/20,Global Corporate Bond Index Fund,2.15
1/1/20,FTSE Developed Europe ex UK UCITS ETF,-0.78
1/1/20,Global Short-Term Bond Index Fund,0.74
1/1/20,Global Aggregate Bond UCITS ETF,1.95
1/1/20,Pacific ex-Japan Stock Index Fund,-1.19
2/1/20,Global Aggregate Bond UCITS ETF,1.14
2/1/20,EUR Eurozone Government Bond UCITS ETF,-0.42
2/1/20,Target Retirement 2035 Fund,-3.87
2/1/20,ESG USD Corporate Bond UCITS ETF,
2/1/20,U.S. Investment Grade Credit Index Fund,1.16
2/1/20,USD Corporate 1-3 Year Bond UCITS ETF,0.57
2/1/20,Target Retirement 2065 Fund,-4.53
2/1/20,SustainableLife 60-70% Equity Fund,-3.07
2/1/20,FTSE 100 UCITS ETF,-9.01
2/1/20,U.K. Inflation-Linked Gilt Index Fund,2.09
2/1/20,Germany All Cap UCITS ETF,-8.45
2/1/20,U.K. Short-Term Investment Grade Bond Index Fund,0.1
2/1/20,LifeStrategy 60% Equity Fund,-3.08
2/1/20,FTSE Developed World ex-U.K. Equity Index Fund,-5.28
2/1/20,Global Small-Cap Index Fund,-6.29
2/1/20,SRI European Stock Fund,-6.3
2/1/20,FTSE Developed Europe ex-U.K. Equity Index Fund,-5.28
2/1/20,Target Retirement 2045 Fund,-4.55
2/1/20,Global Corporate Bond Index Fund,0.95
2/1/20,EUR Corporate Bond UCITS ETF,-0.42
2/1/20,FTSE Developed World UCITS ETF,-8.45
2/1/20,FTSE All-World High Dividend Yield UCITS ETF,-9.2
2/1/20,U.K. Investment Grade Bond Index Fund,-0.37
2/1/20,Target Retirement 2055 Fund,-4.55
2/1/20,S&P 500 UCITS ETF,-8.26
2/1/20,FTSE All-World UCITS ETF,-8.09
2/1/20,Euro Government Bond Index Fund,0.58
2/1/20,ESG Developed World All Cap Equity Index Fund,-5.49
2/1/20,FTSE Developed Asia Pacific ex Japan UCITS ETF,-7.68
2/1/20,Target Retirement 2050 Fund,-4.55
2/1/20,LifeStrategy 80% Equity Fund,-4.53
2/1/20,Global Emerging Markets Fund,-3.93
2/1/20,Global Short-Term Corporate Bond Index Fund,0.33
2/1/20,FTSE Japan UCITS ETF,-9.38
2/1/20,Global Credit Bond Fund,0.85
2/1/20,SustainableLife 80-90% Equity Fund,
2/1/20,U.S. Equity Index Fund,-5.29
2/1/20,Target Retirement 2020 Fund,-2.57
2/1/20,U.K. Gilt UCITS ETF,1.48
2/1/20,ESG North America All Cap UCITS ETF,
2/1/20,FTSE Global All Cap Index Fund,-5.21
2/1/20,Emerging Markets Bond Fund,0.34
2/1/20,Global Equity Income Fund,-5.57
2/1/20,FTSE U.K. Equity Income Index Fund,-9.79
2/1/20,FTSE 100 Index Unit Trust,-9.45
2/1/20,LifeStrategy 100% Equity Fund,-5.99
2/1/20,U.S. Government Bond Index Fund,2.55
2/1/20,ESG Developed World All Cap Equity Index Fund (UK),
2/1/20,Global Sustainable Equity Fund,
2/1/20,ESG Global All Cap UCITS ETF,
2/1/20,ESG EUR Corporate Bond UCITS ETF,
2/1/20,U.K. Government Bond Index Fund,1.46
2/1/20,ESG Developed Asia Pacific All Cap UCITS ETF,
2/1/20,Euro Investment Grade Bond Index Fund,0.14
2/1/20,FTSE Developed Europe ex UK UCITS ETF,-7.49
2/1/20,ESG Developed Europe All Cap UCITS ETF,
2/1/20,U.K. Long Duration Gilt Index Fund,2.12
2/1/20,USD Treasury Bond UCITS ETF,2.58
2/1/20,ESG Emerging Markets All Cap Equity Index Fund,
2/1/20,USD Corporate Bond UCITS ETF,1.17
2/1/20,LifeStrategy 40% Equity Fund,-1.65
2/1/20,Global Equity Fund,-3.28
2/1/20,Target Retirement 2015 Fund,-1.65
2/1/20,FTSE 250 UCITS ETF,-8.5
2/1/20,LifeStrategy 20% Equity Fund,-0.24
2/1/20,Target Retirement 2060 Fund,-4.55
2/1/20,Japan Government Bond Index Fund,0.98
2/1/20,Emerging Markets Stock Index Fund,-2.18
2/1/20,Target Retirement 2040 Fund,-4.23
2/1/20,Target Retirement 2025 Fund,-3.17
2/1/20,USD Emerging Markets Government Bond UCITS ETF,-0.46
2/1/20,Sterling Short-Term Money Market Fund,0.12
2/1/20,Japan Stock Index Fund,-6.26
2/1/20,FTSE North America UCITS ETF,-8.13
2/1/20,FTSE Developed Europe UCITS ETF,-8.44
2/1/20,Target Retirement 2030 Fund,-3.52
2/1/20,Global Short-Term Bond Index Fund,0.44
2/1/20,ESG Global Corporate Bond UCITS ETF,
2/1/20,FTSE Emerging Markets UCITS ETF,-5.02
2/1/20,Pacific ex-Japan Stock Index Fund,-4.81
2/1/20,ESG Emerging Markets All Cap UCITS ETF,
2/1/20,ESG Global Corporate Bond Index Fund,
2/1/20,Active U.K. Equity Fund,-8.88
2/1/20,SustainableLife 40-50% Equity Fund,
2/1/20,Global Bond Index Fund,1.13
2/1/20,FTSE U.K. All Share Index Unit Trust,-8.92
3/1/20,Global Sustainable Equity Fund,
3/1/20,Emerging Markets Stock Index Fund,-12.89
3/1/20,USD Emerging Markets Government Bond UCITS ETF,-11.11
3/1/20,ESG EUR Corporate Bond UCITS ETF,
3/1/20,U.K. Government Bond Index Fund,1.6
3/1/20,LifeStrategy 80% Equity Fund,-9.83
3/1/20,Target Retirement 2040 Fund,-9.23
3/1/20,ESG Global All Cap UCITS ETF,
3/1/20,FTSE Global All Cap Index Fund,-11.67
3/1/20,FTSE 100 Index Unit Trust,-12.99
3/1/20,FTSE 250 UCITS ETF,-21.73
3/1/20,ESG Developed Europe All Cap UCITS ETF,
3/1/20,Euro Investment Grade Bond Index Fund,-5.08
3/1/20,Global Equity Fund,-11.33
3/1/20,LifeStrategy 60% Equity Fund,-7.89
3/1/20,Global Short-Term Corporate Bond Index Fund,-4.24
3/1/20,FTSE Japan UCITS ETF,-6.69
3/1/20,ESG Global Corporate Bond Index Fund,
3/1/20,U.S. Equity Index Fund,-11.23
3/1/20,Global Credit Bond Fund,-5.73
3/1/20,FTSE Emerging Markets UCITS ETF,-16.4
3/1/20,ESG Developed Asia Pacific All Cap UCITS ETF,
3/1/20,SustainableLife 80-90% Equity Fund,
3/1/20,Japan Stock Index Fund,-4.32
3/1/20,Target Retirement 2020 Fund,-6.66
3/1/20,Target Retirement 2030 Fund,-8.18
3/1/20,LifeStrategy 20% Equity Fund,-4.12
3/1/20,FTSE Developed Asia Pacific ex Japan UCITS ETF,-17.96
3/1/20,ESG Developed World All Cap Equity Index Fund,-10.66
3/1/20,Global Small-Cap Index Fund,-18.33
3/1/20,FTSE All-World UCITS ETF,-13.51
3/1/20,LifeStrategy 40% Equity Fund,-5.97
3/1/20,Euro Government Bond Index Fund,-2.57
3/1/20,S&P 500 UCITS ETF,-12.36
3/1/20,U.S. Government Bond Index Fund,2.7
3/1/20,Target Retirement 2050 Fund,-9.68
3/1/20,Target Retirement 2060 Fund,-9.69
3/1/20,Target Retirement 2055 Fund,-9.71
3/1/20,ESG North America All Cap UCITS ETF,
3/1/20,FTSE Developed Europe ex UK UCITS ETF,-13.87
3/1/20,FTSE U.K. Equity Income Index Fund,-16.8
3/1/20,Pacific ex-Japan Stock Index Fund,-17.7
3/1/20,FTSE North America UCITS ETF,-13.08
3/1/20,FTSE Developed Europe UCITS ETF,-14.51
3/1/20,Global Corporate Bond Index Fund,-7.74
3/1/20,Japan Government Bond Index Fund,-1.74
3/1/20,Target Retirement 2065 Fund,-9.61
3/1/20,FTSE 100 UCITS ETF,-13.41
3/1/20,Target Retirement 2035 Fund,-8.71
3/1/20,EUR Eurozone Government Bond UCITS ETF,-6.96
3/1/20,ESG USD Corporate Bond UCITS ETF,
3/1/20,U.K. Long Duration Gilt Index Fund,2.66
3/1/20,Target Retirement 2025 Fund,-7.67
3/1/20,FTSE U.K. All Share Index Unit Trust,-15.05
3/1/20,Target Retirement 2045 Fund,-9.68
3/1/20,U.K. Short-Term Investment Grade Bond Index Fund,-2.73
3/1/20,USD Treasury Bond UCITS ETF,2.81
3/1/20,FTSE All-World High Dividend Yield UCITS ETF,-15.96
3/1/20,Germany All Cap UCITS ETF,-16.43
3/1/20,Global Emerging Markets Fund,-16.96
3/1/20,FTSE Developed Europe ex-U.K. Equity Index Fund,-11.47
3/1/20,USD Corporate Bond UCITS ETF,-7.06
3/1/20,ESG Developed World All Cap Equity Index Fund (UK),
3/1/20,Target Retirement 2015 Fund,-5.25
3/1/20,SRI European Stock Fund,-12.04
3/1/20,FTSE Developed World ex-U.K. Equity Index Fund,-10.28
3/1/20,LifeStrategy 100% Equity Fund,-11.73
3/1/20,Active U.K. Equity Fund,-15.93
3/1/20,ESG Emerging Markets All Cap Equity Index Fund,
3/1/20,ESG Emerging Markets All Cap UCITS ETF,
3/1/20,Global Equity Income Fund,-11.99
3/1/20,SustainableLife 60-70% Equity Fund,-9.06
3/1/20,ESG Global Corporate Bond UCITS ETF,
3/1/20,FTSE Developed World UCITS ETF,-13.15
3/1/20,USD Corporate 1-3 Year Bond UCITS ETF,-2.89
3/1/20,Global Bond Index Fund,-1.92
3/1/20,SustainableLife 40-50% Equity Fund,
3/1/20,Emerging Markets Bond Fund,-11.3
3/1/20,Sterling Short-Term Money Market Fund,0.04
3/1/20,U.K. Investment Grade Bond Index Fund,-5.73
3/1/20,EUR Corporate Bond UCITS ETF,-6.96
3/1/20,Global Aggregate Bond UCITS ETF,-1.89
3/1/20,Global Short-Term Bond Index Fund,-0.73
3/1/20,U.K. Inflation-Linked Gilt Index Fund,-4.58
3/1/20,U.S. Investment Grade Credit Index Fund,-6.52
3/1/20,U.K. Gilt UCITS ETF,1.68
4/1/20,Global Aggregate Bond UCITS ETF,1.57
4/1/20,FTSE Developed Europe ex UK UCITS ETF,6.48
4/1/20,EUR Corporate Bond UCITS ETF,3.68
4/1/20,Global Credit Bond Fund,5.06
4/1/20,U.K. Long Duration Gilt Index Fund,5.61
4/1/20,FTSE Developed Asia Pacific ex Japan UCITS ETF,11
4/1/20,Euro Investment Grade Bond Index Fund,2.38
4/1/20,FTSE Developed Europe ex-U.K. Equity Index Fund,4.48
4/1/20,U.S. Investment Grade Credit Index Fund,3.75
4/1/20,SustainableLife 40-50% Equity Fund,
4/1/20,Emerging Markets Bond Fund,3.71
4/1/20,Global Emerging Markets Fund,7.32
4/1/20,FTSE Japan UCITS ETF,5.55
4/1/20,LifeStrategy 80% Equity Fund,6.77
4/1/20,ESG Global All Cap UCITS ETF,
4/1/20,Global Short-Term Corporate Bond Index Fund,2.25
4/1/20,Japan Government Bond Index Fund,0.44
4/1/20,FTSE 100 UCITS ETF,3.94
4/1/20,Global Equity Fund,9.4
4/1/20,Target Retirement 2060 Fund,6.72
4/1/20,FTSE U.K. All Share Index Unit Trust,4.42
4/1/20,U.K. Short-Term Investment Grade Bond Index Fund,1.38
4/1/20,Target Retirement 2050 Fund,6.7
4/1/20,Target Retirement 2030 Fund,5.86
